Student ID,Student Country,Question ID,Type of Answer,Question Level,Topic,Subtopic,Keywords
1195,Portugal,296,1,Basic,Linear Algebra,Linear Transformations,Linear application
890,Portugal,296,0,Basic,Linear Algebra,Linear Transformations,Linear application
359,Portugal,296,0,Basic,Linear Algebra,Linear Transformations,Linear application
468,Portugal,296,1,Basic,Linear Algebra,Linear Transformations,Linear application
1220,Slovenia,296,1,Basic,Linear Algebra,Linear Transformations,Linear application
1220,Slovenia,296,1,Basic,Linear Algebra,Linear Transformations,Linear application
1220,Slovenia,296,1,Basic,Linear Algebra,Linear Transformations,Linear application
1220,Slovenia,296,1,Basic,Linear Algebra,Linear Transformations,Linear application
1220,Slovenia,296,1,Basic,Linear Algebra,Linear Transformations,Linear application
1220,Slovenia,296,1,Basic,Linear Algebra,Linear Transformations,Linear application
1220,Slovenia,296,1,Basic,Linear Algebra,Linear Transformations,Linear application
1220,Slovenia,296,0,Basic,Linear Algebra,Linear Transformations,Linear application
753,Italy,296,1,Basic,Linear Algebra,Linear Transformations,Linear application
884,Italy,296,1,Basic,Linear Algebra,Linear Transformations,Linear application
851,Italy,296,0,Basic,Linear Algebra,Linear Transformations,Linear application
965,Portugal,296,1,Basic,Linear Algebra,Linear Transformations,Linear application
1324,Italy,296,0,Basic,Linear Algebra,Linear Transformations,Linear application
1324,Italy,296,0,Basic,Linear Algebra,Linear Transformations,Linear application
1322,Italy,296,1,Basic,Linear Algebra,Linear Transformations,Linear application
1284,Italy,296,0,Basic,Linear Algebra,Linear Transformations,Linear application
592,Portugal,296,1,Basic,Linear Algebra,Linear Transformations,Linear application
634,Italy,296,1,Basic,Linear Algebra,Linear Transformations,Linear application
634,Italy,296,0,Basic,Linear Algebra,Linear Transformations,Linear application
913,Ireland,297,0,Basic,Probability ,Probability ,Sample space
1518,Portugal,297,0,Basic,Probability ,Probability ,Sample space
71,Portugal,297,0,Basic,Probability ,Probability ,Sample space
80,Lithuania,297,1,Basic,Probability ,Probability ,Sample space
913,Ireland,298,0,Basic,Probability ,Probability ,Event
775,Portugal,298,0,Basic,Probability ,Probability ,Event
1505,Portugal,298,1,Basic,Probability ,Probability ,Event
548,Portugal,298,0,Basic,Probability ,Probability ,Event
451,Portugal,298,0,Basic,Probability ,Probability ,Event
1481,Portugal,298,0,Basic,Probability ,Probability ,Event
913,Ireland,299,0,Basic,Probability ,Probability ,Sample space
340,Portugal,299,0,Basic,Probability ,Probability ,Sample space
1505,Portugal,299,1,Basic,Probability ,Probability ,Sample space
26,Portugal,299,0,Basic,Probability ,Probability ,Sample space
451,Portugal,299,0,Basic,Probability ,Probability ,Sample space
913,Ireland,300,1,Basic,Probability ,Probability ,Sample space
340,Portugal,300,0,Basic,Probability ,Probability ,Sample space
548,Portugal,300,1,Basic,Probability ,Probability ,Sample space
448,Portugal,300,0,Basic,Probability ,Probability ,Sample space
80,Lithuania,300,1,Basic,Probability ,Probability ,Sample space
37,Portugal,300,0,Basic,Probability ,Probability ,Sample space
1481,Portugal,300,1,Basic,Probability ,Probability ,Sample space
340,Portugal,301,0,Basic,Probability ,Probability ,Sample space
775,Portugal,301,0,Basic,Probability ,Probability ,Sample space
1518,Portugal,301,0,Basic,Probability ,Probability ,Sample space
548,Portugal,301,0,Basic,Probability ,Probability ,Sample space
448,Portugal,301,0,Basic,Probability ,Probability ,Sample space
548,Portugal,302,0,Basic,Probability ,Probability ,Addition
26,Portugal,302,1,Basic,Probability ,Probability ,Addition
451,Portugal,302,0,Basic,Probability ,Probability ,Addition
913,Ireland,303,0,Basic,Probability ,Probability ,Addition
340,Portugal,303,0,Basic,Probability ,Probability ,Addition
26,Portugal,303,1,Basic,Probability ,Probability ,Addition
340,Portugal,304,0,Basic,Probability ,Probability ,Addition
775,Portugal,304,1,Basic,Probability ,Probability ,Addition
1525,Portugal,304,0,Basic,Probability ,Probability ,Addition
548,Portugal,304,0,Basic,Probability ,Probability ,Addition
448,Portugal,304,1,Basic,Probability ,Probability ,Addition
80,Lithuania,304,0,Basic,Probability ,Probability ,Addition
37,Portugal,304,0,Basic,Probability ,Probability ,Addition
913,Ireland,305,0,Basic,Probability ,Probability ,Event
1505,Portugal,305,1,Basic,Probability ,Probability ,Event
451,Portugal,305,0,Basic,Probability ,Probability ,Event
1339,Portugal,306,0,Advanced,Linear Algebra,Linear Transformations,Range
1091,Lithuania,306,1,Advanced,Linear Algebra,Linear Transformations,Range
1311,Italy,306,1,Advanced,Linear Algebra,Linear Transformations,Range
168,Portugal,306,0,Advanced,Linear Algebra,Linear Transformations,Range
972,Portugal,306,0,Advanced,Linear Algebra,Linear Transformations,Range
1352,Portugal,306,1,Advanced,Linear Algebra,Linear Transformations,Range
1517,Portugal,306,1,Advanced,Linear Algebra,Linear Transformations,Range
1093,Portugal,306,0,Advanced,Linear Algebra,Linear Transformations,Range
1351,Portugal,306,1,Advanced,Linear Algebra,Linear Transformations,Range
1351,Portugal,306,0,Advanced,Linear Algebra,Linear Transformations,Range
986,Portugal,306,0,Advanced,Linear Algebra,Linear Transformations,Range
986,Portugal,306,1,Advanced,Linear Algebra,Linear Transformations,Range
986,Portugal,306,1,Advanced,Linear Algebra,Linear Transformations,Range
986,Portugal,306,1,Advanced,Linear Algebra,Linear Transformations,Range
986,Portugal,306,1,Advanced,Linear Algebra,Linear Transformations,Range
1375,Portugal,306,1,Advanced,Linear Algebra,Linear Transformations,Range
1146,Portugal,306,0,Advanced,Linear Algebra,Linear Transformations,Range
1411,Portugal,306,1,Advanced,Linear Algebra,Linear Transformations,Range
1427,Portugal,306,1,Advanced,Linear Algebra,Linear Transformations,Range
1077,Portugal,306,0,Advanced,Linear Algebra,Linear Transformations,Range
1135,Portugal,306,0,Advanced,Linear Algebra,Linear Transformations,Range
1427,Portugal,306,1,Advanced,Linear Algebra,Linear Transformations,Range
1411,Portugal,306,1,Advanced,Linear Algebra,Linear Transformations,Range
403,Portugal,306,0,Advanced,Linear Algebra,Linear Transformations,Range
1185,Portugal,306,0,Advanced,Linear Algebra,Linear Transformations,Range
1428,Portugal,306,0,Advanced,Linear Algebra,Linear Transformations,Range
36,Portugal,306,0,Advanced,Linear Algebra,Linear Transformations,Range
1308,Italy,306,1,Advanced,Linear Algebra,Linear Transformations,Range
1286,Italy,306,0,Advanced,Linear Algebra,Linear Transformations,Range
1292,Italy,306,0,Advanced,Linear Algebra,Linear Transformations,Range
1292,Italy,306,1,Advanced,Linear Algebra,Linear Transformations,Range
1292,Italy,306,1,Advanced,Linear Algebra,Linear Transformations,Range
1291,Italy,306,0,Advanced,Linear Algebra,Linear Transformations,Range
1402,Portugal,306,1,Advanced,Linear Algebra,Linear Transformations,Range
72,Portugal,306,0,Advanced,Linear Algebra,Linear Transformations,Range
840,Italy,306,0,Advanced,Linear Algebra,Linear Transformations,Range
913,Ireland,307,1,Basic,Probability ,Probability ,Event
71,Portugal,307,0,Basic,Probability ,Probability ,Event
448,Portugal,307,1,Basic,Probability ,Probability ,Event
451,Portugal,307,0,Basic,Probability ,Probability ,Event
80,Lithuania,307,1,Basic,Probability ,Probability ,Event
775,Portugal,308,1,Basic,Probability ,Probability ,Axioms of probability
1505,Portugal,308,1,Basic,Probability ,Probability ,Axioms of probability
26,Portugal,308,1,Basic,Probability ,Probability ,Axioms of probability
71,Portugal,308,1,Basic,Probability ,Probability ,Axioms of probability
91,Lithuania,309,0,Basic,Integration,Integration Techniques,Direct inspection
57,Portugal,309,0,Basic,Integration,Integration Techniques,Direct inspection
64,Portugal,309,1,Basic,Integration,Integration Techniques,Direct inspection
1561,Portugal,309,0,Basic,Integration,Integration Techniques,Direct inspection
411,Portugal,309,0,Basic,Integration,Integration Techniques,Direct inspection
1542,Portugal,309,1,Basic,Integration,Integration Techniques,Direct inspection
37,Portugal,309,1,Basic,Integration,Integration Techniques,Direct inspection
37,Portugal,309,1,Basic,Integration,Integration Techniques,Direct inspection
448,Portugal,310,1,Advanced,Probability ,Probability ,Direct inspection
91,Lithuania,311,0,Basic,Integration,Integration Techniques,Direct inspection
411,Portugal,311,0,Basic,Integration,Integration Techniques,Direct inspection
37,Portugal,311,1,Basic,Integration,Integration Techniques,Direct inspection
451,Portugal,312,0,Advanced,Probability ,Probability ,Axioms of probability
956,Portugal,313,1,Basic,Linear Algebra,Vector Spaces,Span
956,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
956,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
956,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
956,Portugal,313,1,Basic,Linear Algebra,Vector Spaces,Span
1143,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
91,Lithuania,313,0,Basic,Linear Algebra,Vector Spaces,Span
1023,Lithuania,313,0,Basic,Linear Algebra,Vector Spaces,Span
1023,Lithuania,313,0,Basic,Linear Algebra,Vector Spaces,Span
1023,Lithuania,313,0,Basic,Linear Algebra,Vector Spaces,Span
1023,Lithuania,313,0,Basic,Linear Algebra,Vector Spaces,Span
1023,Lithuania,313,0,Basic,Linear Algebra,Vector Spaces,Span
1023,Lithuania,313,0,Basic,Linear Algebra,Vector Spaces,Span
1023,Lithuania,313,0,Basic,Linear Algebra,Vector Spaces,Span
1023,Lithuania,313,1,Basic,Linear Algebra,Vector Spaces,Span
1023,Lithuania,313,1,Basic,Linear Algebra,Vector Spaces,Span
81,Lithuania,313,0,Basic,Linear Algebra,Vector Spaces,Span
91,Lithuania,313,1,Basic,Linear Algebra,Vector Spaces,Span
1229,Portugal,313,1,Basic,Linear Algebra,Vector Spaces,Span
1248,Italy,313,1,Basic,Linear Algebra,Vector Spaces,Span
168,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
168,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
168,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
750,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
967,Portugal,313,1,Basic,Linear Algebra,Vector Spaces,Span
967,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
972,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
972,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
1082,Portugal,313,1,Basic,Linear Algebra,Vector Spaces,Span
1269,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
1081,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
378,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
483,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
483,Portugal,313,1,Basic,Linear Algebra,Vector Spaces,Span
591,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
1230,Portugal,313,1,Basic,Linear Algebra,Vector Spaces,Span
1182,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
1182,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
1150,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
1244,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
509,Portugal,313,1,Basic,Linear Algebra,Vector Spaces,Span
535,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
1148,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
1288,Portugal,313,1,Basic,Linear Algebra,Vector Spaces,Span
1179,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
1147,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
1288,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
1140,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
1080,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
966,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
1130,Portugal,313,1,Basic,Linear Algebra,Vector Spaces,Span
426,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
426,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
411,Portugal,313,1,Basic,Linear Algebra,Vector Spaces,Span
1220,Slovenia,313,1,Basic,Linear Algebra,Vector Spaces,Span
1220,Slovenia,313,1,Basic,Linear Algebra,Vector Spaces,Span
1220,Slovenia,313,0,Basic,Linear Algebra,Vector Spaces,Span
1220,Slovenia,313,1,Basic,Linear Algebra,Vector Spaces,Span
1220,Slovenia,313,1,Basic,Linear Algebra,Vector Spaces,Span
1220,Slovenia,313,0,Basic,Linear Algebra,Vector Spaces,Span
1220,Slovenia,313,1,Basic,Linear Algebra,Vector Spaces,Span
1220,Slovenia,313,1,Basic,Linear Algebra,Vector Spaces,Span
1220,Slovenia,313,1,Basic,Linear Algebra,Vector Spaces,Span
1220,Slovenia,313,1,Basic,Linear Algebra,Vector Spaces,Span
1220,Slovenia,313,1,Basic,Linear Algebra,Vector Spaces,Span
1220,Slovenia,313,1,Basic,Linear Algebra,Vector Spaces,Span
1220,Slovenia,313,1,Basic,Linear Algebra,Vector Spaces,Span
1220,Slovenia,313,0,Basic,Linear Algebra,Vector Spaces,Span
633,Italy,313,1,Basic,Linear Algebra,Vector Spaces,Span
1192,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
955,Lithuania,313,0,Basic,Linear Algebra,Vector Spaces,Span
1324,Italy,313,0,Basic,Linear Algebra,Vector Spaces,Span
1308,Italy,313,1,Basic,Linear Algebra,Vector Spaces,Span
1291,Italy,313,1,Basic,Linear Algebra,Vector Spaces,Span
1286,Italy,313,0,Basic,Linear Algebra,Vector Spaces,Span
1300,Italy,313,1,Basic,Linear Algebra,Vector Spaces,Span
1299,Italy,313,1,Basic,Linear Algebra,Vector Spaces,Span
1283,Italy,313,0,Basic,Linear Algebra,Vector Spaces,Span
1333,Portugal,313,0,Basic,Linear Algebra,Vector Spaces,Span
592,Portugal,313,1,Basic,Linear Algebra,Vector Spaces,Span
840,Italy,313,0,Basic,Linear Algebra,Vector Spaces,Span
840,Italy,313,1,Basic,Linear Algebra,Vector Spaces,Span
1272,Portugal,313,1,Basic,Linear Algebra,Vector Spaces,Span
71,Portugal,314,0,Basic,Probability ,Probability ,Event
451,Portugal,314,1,Basic,Probability ,Probability ,Event
80,Lithuania,314,1,Basic,Probability ,Probability ,Event
1565,Portugal,315,0,Advanced,Integration,Integration Techniques,Integration by parts
913,Ireland,316,0,Basic,Probability ,Probability ,Axioms of probability
1525,Portugal,316,0,Basic,Probability ,Probability ,Axioms of probability
956,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
956,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1143,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
387,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
984,Romania,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1023,Lithuania,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1023,Lithuania,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1023,Lithuania,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1023,Lithuania,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1023,Lithuania,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1023,Lithuania,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1023,Lithuania,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
91,Lithuania,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
91,Lithuania,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
876,Italy,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1076,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
168,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
168,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
750,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
750,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1252,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1252,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1252,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1252,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
967,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
457,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
483,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1230,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1182,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1150,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
376,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1241,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1256,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1244,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1256,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1256,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
509,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
509,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
394,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
890,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
375,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
890,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1147,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1147,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1195,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1148,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1288,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1288,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1146,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1146,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1179,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1350,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1080,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1087,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
986,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
890,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
403,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
426,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
426,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
411,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
359,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
899,Lithuania,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1220,Slovenia,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
851,Italy,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
955,Lithuania,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
955,Lithuania,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
955,Lithuania,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
955,Lithuania,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
36,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1324,Italy,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1322,Italy,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1284,Italy,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1291,Italy,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1286,Italy,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1286,Italy,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1300,Italy,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1284,Italy,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1333,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1070,Portugal,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
840,Italy,317,1,Basic,Linear Algebra,Vector Spaces,Subspace
1243,Portugal,317,0,Basic,Linear Algebra,Vector Spaces,Subspace
1525,Portugal,318,0,Advanced,Probability ,Probability ,Axioms of probability
448,Portugal,318,1,Advanced,Probability ,Probability ,Axioms of probability
451,Portugal,318,1,Advanced,Probability ,Probability ,Axioms of probability
91,Lithuania,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
91,Lithuania,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1229,Portugal,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1076,Portugal,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
168,Portugal,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1252,Portugal,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
967,Portugal,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
972,Portugal,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
979,Portugal,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
465,Portugal,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1081,Portugal,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
378,Portugal,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
990,Portugal,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1194,Portugal,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1194,Portugal,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1219,Portugal,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1219,Portugal,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1219,Portugal,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
509,Portugal,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1171,Portugal,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
890,Portugal,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
890,Portugal,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1087,Portugal,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1080,Portugal,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1140,Portugal,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
966,Portugal,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1077,Portugal,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1444,Portugal,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
359,Portugal,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
468,Portugal,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
884,Italy,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
884,Italy,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
884,Italy,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1299,Italy,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1284,Italy,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1284,Italy,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
885,Italy,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
592,Portugal,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
840,Italy,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
840,Italy,319,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
634,Italy,319,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
340,Portugal,320,0,Advanced,Probability ,Probability ,Axioms of probability
448,Portugal,320,1,Advanced,Probability ,Probability ,Axioms of probability
1339,Portugal,321,1,Basic,Linear Algebra,Linear Transformations,Linear application
956,Portugal,321,0,Basic,Linear Algebra,Linear Transformations,Linear application
956,Portugal,321,0,Basic,Linear Algebra,Linear Transformations,Linear application
91,Lithuania,321,0,Basic,Linear Algebra,Linear Transformations,Linear application
91,Lithuania,321,1,Basic,Linear Algebra,Linear Transformations,Linear application
1319,Italy,321,0,Basic,Linear Algebra,Linear Transformations,Linear application
988,Portugal,321,0,Basic,Linear Algebra,Linear Transformations,Linear application
168,Portugal,321,0,Basic,Linear Algebra,Linear Transformations,Linear application
168,Portugal,321,0,Basic,Linear Algebra,Linear Transformations,Linear application
168,Portugal,321,1,Basic,Linear Algebra,Linear Transformations,Linear application
168,Portugal,321,0,Basic,Linear Algebra,Linear Transformations,Linear application
967,Portugal,321,1,Basic,Linear Algebra,Linear Transformations,Linear application
972,Portugal,321,0,Basic,Linear Algebra,Linear Transformations,Linear application
